Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-03 00:00:00-04:00,5.940000057220459,5.96999979019165,5.739999771118164,5.829999923706055,1215400,0.0,0.0
2024-10-04 00:00:00-04:00,5.829999923706055,6.159999847412109,5.820000171661377,6.099999904632568,1288600,0.0,0.0
2024-10-07 00:00:00-04:00,6.119999885559082,6.150000095367432,5.945000171661377,6.150000095367432,807700,0.0,0.0
2024-10-08 00:00:00-04:00,6.110000133514404,6.239999771118164,6.039999961853027,6.170000076293945,676900,0.0,0.0
2024-10-09 00:00:00-04:00,6.199999809265137,6.40500020980835,6.059999942779541,6.139999866485596,654400,0.0,0.0
2024-10-10 00:00:00-04:00,6.099999904632568,6.170000076293945,5.989999771118164,6.130000114440918,524900,0.0,0.0
2024-10-11 00:00:00-04:00,6.110000133514404,6.300000190734863,6.085000038146973,6.25,860000,0.0,0.0
2024-10-14 00:00:00-04:00,6.28000020980835,6.590000152587891,6.132999897003174,6.590000152587891,1517400,0.0,0.0
2024-10-15 00:00:00-04:00,6.579999923706055,6.864999771118164,6.539999961853027,6.769999980926514,1174200,0.0,0.0
2024-10-16 00:00:00-04:00,6.889999866485596,7.400000095367432,6.860000133514404,7.150000095367432,1649700,0.0,0.0
2024-10-17 00:00:00-04:00,7.150000095367432,7.170000076293945,6.840000152587891,7.059999942779541,958900,0.0,0.0
2024-10-18 00:00:00-04:00,7.119999885559082,7.820000171661377,7.090000152587891,7.710000038146973,2203200,0.0,0.0
2024-10-21 00:00:00-04:00,7.75,8.109999656677246,6.954999923706055,7.269999980926514,2448600,0.0,0.0
2024-10-22 00:00:00-04:00,7.239999771118164,7.610000133514404,7.191999912261963,7.340000152587891,1724200,0.0,0.0
2024-10-23 00:00:00-04:00,7.289999961853027,7.309999942779541,6.889999866485596,7.090000152587891,1397800,0.0,0.0
2024-10-24 00:00:00-04:00,7.159999847412109,7.449999809265137,7.050000190734863,7.150000095367432,806900,0.0,0.0
2024-10-25 00:00:00-04:00,7.28000020980835,7.28000020980835,6.949999809265137,7.050000190734863,689400,0.0,0.0
2024-10-28 00:00:00-04:00,7.210000038146973,7.869999885559082,7.14300012588501,7.739999771118164,2546300,0.0,0.0
