Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-04 00:00:00-04:00,8.779999732971191,8.920000076293945,8.380000114440918,8.5,521800,0.0,0.0
2024-10-07 00:00:00-04:00,8.40999984741211,8.5,7.929999828338623,8.130000114440918,585100,0.0,0.0
2024-10-08 00:00:00-04:00,8.109999656677246,8.40999984741211,8.050000190734863,8.180000305175781,489100,0.0,0.0
2024-10-09 00:00:00-04:00,8.140000343322754,8.260000228881836,8.010000228881836,8.09000015258789,320400,0.0,0.0
2024-10-10 00:00:00-04:00,7.96999979019165,8.34000015258789,7.860000133514404,8.289999961853027,502800,0.0,0.0
2024-10-11 00:00:00-04:00,8.289999961853027,8.40999984741211,8.100000381469727,8.220000267028809,410100,0.0,0.0
2024-10-14 00:00:00-04:00,8.220000267028809,8.479999542236328,7.96999979019165,8.4399995803833,553900,0.0,0.0
2024-10-15 00:00:00-04:00,8.430000305175781,8.539999961853027,8.100000381469727,8.170000076293945,427200,0.0,0.0
2024-10-16 00:00:00-04:00,8.25,8.420000076293945,7.96999979019165,7.989999771118164,672700,0.0,0.0
2024-10-17 00:00:00-04:00,8.0,8.170000076293945,7.71999979019165,7.980000019073486,665600,0.0,0.0
2024-10-18 00:00:00-04:00,8.0,8.34000015258789,7.909999847412109,7.949999809265137,597900,0.0,0.0
2024-10-21 00:00:00-04:00,7.949999809265137,8.600000381469727,7.690000057220459,8.59000015258789,885900,0.0,0.0
2024-10-22 00:00:00-04:00,8.5,8.720000267028809,8.3100004196167,8.510000228881836,557900,0.0,0.0
2024-10-23 00:00:00-04:00,8.4399995803833,8.5600004196167,7.960000038146973,8.15999984741211,493900,0.0,0.0
2024-10-24 00:00:00-04:00,8.350000381469727,8.75,8.25,8.75,595900,0.0,0.0
2024-10-25 00:00:00-04:00,8.800000190734863,8.800000190734863,8.09000015258789,8.180000305175781,707800,0.0,0.0
2024-10-28 00:00:00-04:00,8.210000038146973,8.630000114440918,8.15999984741211,8.5600004196167,592600,0.0,0.0
2024-10-29 00:00:00-04:00,8.449999809265137,8.59000015258789,8.180000305175781,8.489999771118164,916900,0.0,0.0
2024-10-30 00:00:00-04:00,8.5600004196167,8.770000457763672,8.470000267028809,8.670000076293945,624600,0.0,0.0
2024-10-31 00:00:00-04:00,8.5,8.84000015258789,8.3100004196167,8.729999542236328,817700,0.0,0.0
2024-11-01 00:00:00-04:00,8.869999885559082,9.550000190734863,8.710000038146973,9.550000190734863,1102700,0.0,0.0
2024-11-04 00:00:00-05:00,9.34000015258789,9.579999923706055,9.100000381469727,9.390000343322754,733900,0.0,0.0
2024-11-05 00:00:00-05:00,9.569999694824219,10.600000381469727,9.5,10.40999984741211,1895200,0.0,0.0
2024-11-06 00:00:00-05:00,8.359999656677246,9.380000114440918,6.550000190734863,6.75,5933200,0.0,0.0
2024-11-07 00:00:00-05:00,6.900000095367432,7.070000171661377,6.789999961853027,6.920000076293945,2661200,0.0,0.0
2024-11-08 00:00:00-05:00,6.880000114440918,7.010000228881836,6.420000076293945,6.96999979019165,2435900,0.0,0.0
2024-11-11 00:00:00-05:00,7.099999904632568,7.28000020980835,6.880000114440918,7.21999979019165,1823600,0.0,0.0
2024-11-12 00:00:00-05:00,7.150000095367432,7.21999979019165,6.829999923706055,6.900000095367432,1425000,0.0,0.0
2024-11-13 00:00:00-05:00,6.900000095367432,6.929999828338623,6.349999904632568,6.429999828338623,1604500,0.0,0.0
2024-11-14 00:00:00-05:00,6.440000057220459,6.53000020980835,6.260000228881836,6.380000114440918,876400,0.0,0.0
2024-11-15 00:00:00-05:00,6.349999904632568,6.380000114440918,6.070000171661377,6.210000038146973,1574900,0.0,0.0
2024-11-18 00:00:00-05:00,6.230000019073486,7.0,6.170000076293945,6.96999979019165,1687800,0.0,0.0
2024-11-19 00:00:00-05:00,6.829999923706055,7.670000076293945,6.789999961853027,7.210000038146973,2164700,0.0,0.0
2024-11-20 00:00:00-05:00,7.150000095367432,7.150000095367432,6.46999979019165,6.519999980926514,1317300,0.0,0.0
2024-11-21 00:00:00-05:00,6.650000095367432,7.119999885559082,6.639999866485596,6.960000038146973,1187400,0.0,0.0
2024-11-22 00:00:00-05:00,7.170000076293945,7.369999885559082,6.96999979019165,7.039999961853027,995900,0.0,0.0
2024-11-25 00:00:00-05:00,7.21999979019165,7.769999980926514,7.21999979019165,7.449999809265137,1415300,0.0,0.0
2024-11-26 00:00:00-05:00,7.360000133514404,7.400000095367432,7.119999885559082,7.150000095367432,784600,0.0,0.0
2024-11-27 00:00:00-05:00,7.269999980926514,7.619999885559082,7.070000171661377,7.090000152587891,881400,0.0,0.0
2024-11-29 00:00:00-05:00,7.099999904632568,7.789999961853027,7.039999961853027,7.610000133514404,940000,0.0,0.0
2024-12-02 00:00:00-05:00,7.650000095367432,8.149999618530273,7.440000057220459,8.149999618530273,1253600,0.0,0.0
2024-12-03 00:00:00-05:00,8.149999618530273,8.180000305175781,7.650000095367432,8.050000190734863,940400,0.0,0.0
2024-12-04 00:00:00-05:00,8.0600004196167,8.640000343322754,8.0,8.449999809265137,1082900,0.0,0.0
2024-12-05 00:00:00-05:00,8.449999809265137,8.970000267028809,8.1899995803833,8.59000015258789,1777600,0.0,0.0
2024-12-06 00:00:00-05:00,8.720000267028809,9.300000190734863,8.640000343322754,8.9399995803833,1125700,0.0,0.0
2024-12-09 00:00:00-05:00,9.0,9.489999771118164,9.0,9.1899995803833,1659100,0.0,0.0
2024-12-10 00:00:00-05:00,9.220000267028809,9.279999732971191,8.609999656677246,8.75,832600,0.0,0.0
2024-12-11 00:00:00-05:00,8.949999809265137,9.079999923706055,8.369999885559082,8.720000267028809,942400,0.0,0.0
2024-12-12 00:00:00-05:00,8.699999809265137,8.979999542236328,8.529999732971191,8.90999984741211,700900,0.0,0.0
2024-12-13 00:00:00-05:00,8.899999618530273,8.920000076293945,8.069999694824219,8.75,1030700,0.0,0.0
2024-12-16 00:00:00-05:00,8.75,9.329999923706055,8.539999961853027,8.920000076293945,980900,0.0,0.0
2024-12-17 00:00:00-05:00,8.829999923706055,8.960000038146973,8.460000038146973,8.6899995803833,713200,0.0,0.0
2024-12-18 00:00:00-05:00,8.699999809265137,8.859999656677246,7.690000057220459,7.769999980926514,1200800,0.0,0.0
2024-12-19 00:00:00-05:00,7.96999979019165,8.020000457763672,7.340000152587891,7.46999979019165,692800,0.0,0.0
2024-12-20 00:00:00-05:00,7.300000190734863,7.699999809265137,7.179999828338623,7.440000057220459,1598200,0.0,0.0
2024-12-23 00:00:00-05:00,7.409999847412109,7.539999961853027,7.210000038146973,7.389999866485596,635200,0.0,0.0
2024-12-24 00:00:00-05:00,7.420000076293945,8.100000381469727,7.210000038146973,7.949999809265137,947400,0.0,0.0
2024-12-26 00:00:00-05:00,7.929999828338623,8.199999809265137,7.78000020980835,8.069999694824219,997000,0.0,0.0
2024-12-27 00:00:00-05:00,8.149999618530273,8.319999694824219,7.75,7.949999809265137,976700,0.0,0.0
2024-12-30 00:00:00-05:00,7.75,7.900000095367432,7.539999961853027,7.869999885559082,718400,0.0,0.0
2024-12-31 00:00:00-05:00,7.929999828338623,7.949999809265137,7.539999961853027,7.75,584700,0.0,0.0
2025-01-02 00:00:00-05:00,7.880000114440918,8.449999809265137,7.789999961853027,7.949999809265137,779100,0.0,0.0
